year,version,area_ha
2016,collection_10_1,8.46668454589844
2016,0-4-11-c25-4,7.223950561523439
2016,0-4-13-w3y-4,7.223950561523439
2016,0-4-11-amz-3,7.223950561523439
2016,0-4-12-spt-4,7.223950561523439
2016,0-4-10-agr-2,7.223950561523439
2016,0-4,7.045581347656252
2017,0-4-12-spt-4,7.223950561523439
2017,0-4,7.045581347656252
2017,0-4-11-amz-3,7.223950561523439
2017,collection_10_1,175.63260228881762
2017,0-4-11-c25-4,7.223950561523439
2017,0-4-13-w3y-4,7.223950561523439
2017,0-4-10-agr-2,7.223950561523439
2018,0-4,484.338430584714
2018,0-4-13-w3y-4,506.0843364623989
2018,collection_10_1,455.3859325317351
2018,0-4-10-agr-2,505.54921406249656
2018,0-4-11-c25-4,505.54921406249656
2018,0-4-11-amz-3,505.54921406249656
2018,0-4-12-spt-4,506.0843364623989
2019,0-4-12-spt-4,551.7791094604488
2019,0-4-10-agr-2,550.7093731506343
2019,0-4-11-c25-4,550.7093731506343
2019,0-4,534.5742581542954
2019,0-4-13-w3y-4,551.7791094604488
2019,collection_10_1,539.2015122924797
2019,0-4-11-amz-3,550.7093731506343
2020,0-4-12-spt-4,558.995819085693
2020,0-4,542.1468275329576
2020,0-4-13-w3y-4,558.995819085693
2020,0-4-10-agr-2,557.5695874877925
2020,collection_10_1,970.3919308960036
2020,0-4-11-c25-4,557.5695874877925
2020,0-4-11-amz-3,557.5695874877925
2021,0-4-11-amz-3,1360.867793353269
2021,0-4-10-agr-2,1360.867793353269
2021,0-4-13-w3y-4,1364.1666129333476
2021,collection_10_1,1346.065810705568
2021,0-4,1321.2146773803693
2021,0-4-11-c25-4,1360.867793353269
2021,0-4-12-spt-4,1364.1666129333476
2022,0-4-13-w3y-4,1615.6251626586848
2022,0-4-11-amz-3,1609.3832320373476
2022,collection_10_1,1631.630904571528
2022,0-4-10-agr-2,1609.3832320373476
2022,0-4-11-c25-4,1609.3832320373476
2022,0-4-12-spt-4,1615.6251626586848
2022,0-4,1561.4263887390116
2023,0-4-11-amz-3,2461.29148187255
2023,0-4,2363.001889697261
2023,0-4-11-c25-4,2461.2914818725494
2023,0-4-12-spt-4,2475.897331835928
2023,0-4-10-agr-2,2461.29148187255
2023,collection_10_1,2349.5008596130288
2023,0-4-13-w3y-4,2475.897331835928
2024,0-4,3207.2666013671865
2024,0-4-11-c25-4,3338.4140957153304
2024,0-4-12-spt-4,3361.196353228756
2024,collection_10_1,3225.770346832273
2024,0-4-10-agr-2,3338.414095715329
2024,0-4-11-amz-3,3338.41409571533
2024,0-4-13-w3y-4,3361.1963532287555
2025,0-4,4135.33601450805
2025,0-4-11-c25-4,4291.608930200189
2025,0-4-12-spt-4,4315.014734179681
2025,0-4-10-agr-2,4291.608930200189
2025,0-4-11-amz-3,4291.608930200189
2025,0-4-13-w3y-4,4315.014734179681
