year,version,area_ha
2019,collection_10_1,1.117665380859375
2020,collection_10_1,1.117665380859375
2021,collection_10_1,1.3571636901855466
2022,collection_10_1,1.5966629394531249
2023,collection_10_1,1.7562939208984372
2024,collection_10_1,3.7516761352539056
