dice_coef,iou,loss,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall,learning_rate,epoch
0.1819663792848587,0.13315579295158386,1.1079339981079102,0.12633013725280762,0.8385345935821533,0.16234733164310455,0.002484498545527458,1.197536587715149,0.12473164498806,0.005284938495606184,9.999999747378752e-06,1
0.25664615631103516,0.21362577378749847,0.9841398596763611,0.19916607439517975,0.8975603580474854,0.2290799617767334,0.13376973569393158,1.19560968875885,0.12746495008468628,0.9896299839019775,9.999999747378752e-06,2
0.2135923206806183,0.1808537244796753,1.0299073457717896,0.16611365973949432,0.930533766746521,0.2764826714992523,0.19901247322559357,1.3213114738464355,0.19043387472629547,0.980449914932251,9.999999747378752e-06,3
0.28032204508781433,0.25246044993400574,0.934880793094635,0.2395048439502716,0.9184302687644958,0.26274868845939636,0.19318930804729462,1.052932620048523,0.18453148007392883,0.9640148878097534,9.999999747378752e-06,4
0.24066875874996185,0.2157514989376068,0.9801925420761108,0.2042798548936844,0.9375606775283813,0.3196401298046112,0.26738324761390686,1.0948683023452759,0.25834667682647705,0.965686559677124,9.999999747378752e-06,5
0.3111794590950012,0.28708261251449585,0.8889214396476746,0.2830120921134949,0.9046297669410706,0.3650532066822052,0.38598406314849854,0.8843861818313599,0.37472090125083923,0.9435251355171204,9.999999747378752e-06,6
0.2741214334964752,0.25659090280532837,0.9257084727287292,0.24896687269210815,0.9405244588851929,0.34324100613594055,0.27681049704551697,1.1516196727752686,0.27221450209617615,0.9668397307395935,9.999999747378752e-06,7
0.34816670417785645,0.32977011799812317,0.8399094343185425,0.3307381868362427,0.9093194603919983,0.3557163178920746,0.3199840188026428,0.9034929275512695,0.31157270073890686,0.9578784108161926,9.999999747378752e-06,8
0.2930821478366852,0.288125604391098,0.899909496307373,0.2824702858924866,0.9391756057739258,0.38510432839393616,0.34559884667396545,1.0641051530838013,0.34124648571014404,0.961816132068634,9.999999747378752e-06,9
0.3657677173614502,0.3460705280303955,0.812100887298584,0.3514964282512665,0.9034880995750427,0.39435359835624695,0.3976910412311554,0.84014493227005,0.3996710479259491,0.9336996078491211,9.999999747378752e-06,10
0.3179891109466553,0.3135215640068054,0.862443208694458,0.31092801690101624,0.9416224956512451,0.36033159494400024,0.2881404161453247,1.1222459077835083,0.2848522961139679,0.9688349962234497,9.999999747378752e-06,11
0.3801347315311432,0.36585378646850586,0.7953985333442688,0.3739856779575348,0.903155505657196,0.34843021631240845,0.29794201254844666,0.8988130688667297,0.29470768570899963,0.9561327695846558,9.999999747378752e-06,12
0.3255409002304077,0.32400572299957275,0.8514794707298279,0.3232337236404419,0.9409173727035522,0.3372758626937866,0.2516929805278778,1.2160265445709229,0.2500232756137848,0.9717069864273071,9.999999747378752e-06,13
0.3957456648349762,0.3833491802215576,0.7742547988891602,0.39293545484542847,0.9044553637504578,0.41531693935394287,0.40807998180389404,0.8249141573905945,0.40769457817077637,0.9455551505088806,9.999999747378752e-06,14
0.34297871589660645,0.34659042954444885,0.8288471698760986,0.348090797662735,0.9397178888320923,0.30837303400039673,0.21899130940437317,1.2335869073867798,0.21659059822559357,0.978226900100708,9.999999747378752e-06,15
0.40677523612976074,0.3948204815387726,0.7605412602424622,0.40617674589157104,0.9029527306556702,0.41489121317863464,0.4195384383201599,0.8023131489753723,0.4278137683868408,0.9286861419677734,9.999999747378752e-06,16
0.3577348291873932,0.35852476954460144,0.8040399551391602,0.3609638512134552,0.9440160393714905,0.38162940740585327,0.30917733907699585,1.1077724695205688,0.3076767325401306,0.9687839150428772,9.999999747378752e-06,17
0.4160483479499817,0.4026392102241516,0.7515965700149536,0.41510847210884094,0.9055461883544922,0.3702961802482605,0.3163984417915344,0.870952844619751,0.31286925077438354,0.961621880531311,9.999999747378752e-06,18
0.36804211139678955,0.37139829993247986,0.7917891144752502,0.37510445713996887,0.9439806938171387,0.3801261782646179,0.3031999170780182,1.1324191093444824,0.3026048541069031,0.9710111618041992,9.999999747378752e-06,19
0.43072256445884705,0.4195655584335327,0.7389971613883972,0.43446823954582214,0.901339054107666,0.34896376729011536,0.28403520584106445,0.890207052230835,0.28119486570358276,0.9617634415626526,9.999999747378752e-06,20
0.384002685546875,0.3916919529438019,0.7730867266654968,0.3963219225406647,0.9437339305877686,0.3937513530254364,0.31907448172569275,1.0339237451553345,0.31954053044319153,0.9661655426025391,9.999999747378752e-06,21
0.4453354775905609,0.4300449788570404,0.7143542170524597,0.4447968006134033,0.9101130366325378,0.35639888048171997,0.2904978096485138,0.8973511457443237,0.2886367440223694,0.9657724499702454,9.999999747378752e-06,22
0.3882625997066498,0.39583858847618103,0.7706502079963684,0.4017612636089325,0.9421013593673706,0.3623181879520416,0.27507343888282776,1.0732835531234741,0.2732623219490051,0.9750194549560547,9.999999747378752e-06,23
0.4521099627017975,0.44260305166244507,0.7093079090118408,0.46036598086357117,0.903887927532196,0.42383483052253723,0.4125473201274872,0.8136711120605469,0.41210171580314636,0.9516807794570923,9.999999747378752e-06,24
0.4078528881072998,0.4165979325771332,0.7443708181381226,0.423472136259079,0.9444139003753662,0.3261411786079407,0.2305077761411667,1.2006503343582153,0.22910606861114502,0.9796565771102905,9.999999747378752e-06,25
0.46542444825172424,0.462568461894989,0.6987206339836121,0.4811890721321106,0.9077507853507996,0.42395883798599243,0.40544378757476807,0.7938433289527893,0.4067199230194092,0.9557316899299622,9.999999747378752e-06,26
0.4155430197715759,0.4244382977485657,0.740399181842804,0.4327700436115265,0.9422692060470581,0.38986510038375854,0.30324769020080566,1.0237922668457031,0.3017673194408417,0.9746240377426147,9.999999747378752e-06,27
0.48083361983299255,0.4727537930011749,0.6802722811698914,0.494318425655365,0.9017731547355652,0.40740498900413513,0.3598739802837372,0.8122469186782837,0.36108899116516113,0.9596363306045532,9.999999747378752e-06,28
0.4378338158130646,0.44524604082107544,0.7137758135795593,0.4544650912284851,0.944516658782959,0.37644097208976746,0.28567206859588623,1.070298433303833,0.2847173810005188,0.9767793416976929,9.999999747378752e-06,29
0.49116483330726624,0.4895046353340149,0.6745421886444092,0.5131018757820129,0.9026691317558289,0.35600292682647705,0.28022685647010803,0.8836833834648132,0.28024938702583313,0.9648431539535522,9.999999747378752e-06,30
0.4452976882457733,0.4545879662036896,0.7059447765350342,0.4650089144706726,0.9441884756088257,0.38817086815834045,0.2910844087600708,1.0794786214828491,0.29134050011634827,0.9778919816017151,9.999999747378752e-06,31
0.5076651573181152,0.5068721771240234,0.656033456325531,0.5295974016189575,0.9092376828193665,0.42687222361564636,0.3796441853046417,0.8106412887573242,0.3840029835700989,0.9541021585464478,9.999999747378752e-06,32
0.458171010017395,0.4694981276988983,0.6941744089126587,0.4806877374649048,0.9445515871047974,0.40936291217803955,0.3243426978588104,1.0226409435272217,0.3224412202835083,0.9789756536483765,9.999999747378752e-06,33
0.5193080902099609,0.5178207159042358,0.6402307748794556,0.5431239008903503,0.9070490002632141,0.40151649713516235,0.3330790400505066,0.8520119786262512,0.3321884870529175,0.9704970121383667,9.999999747378752e-06,34
0.46555569767951965,0.4821678698062897,0.68745356798172,0.49392804503440857,0.9447882771492004,0.39899981021881104,0.3092060387134552,1.0269079208374023,0.3081452250480652,0.9835268259048462,9.999999747378752e-06,35
0.5234583020210266,0.5259227156639099,0.6420236825942993,0.5527529120445251,0.9064867496490479,0.4239565432071686,0.3557567298412323,0.8650048971176147,0.3576570153236389,0.9632383584976196,9.999999747378752e-06,36
0.4716208577156067,0.4879471957683563,0.6811527013778687,0.5006860494613647,0.9431086182594299,0.31176507472991943,0.21706505119800568,1.091448187828064,0.2154509276151657,0.9872345328330994,4.999999873689376e-06,37
0.537845253944397,0.5405442118644714,0.6312317848205566,0.5708082318305969,0.9038832783699036,0.43141594529151917,0.3680465817451477,0.8171147704124451,0.3721708655357361,0.9598495960235596,4.999999873689376e-06,38
0.4760681390762329,0.49707019329071045,0.6752600073814392,0.5094619393348694,0.9451392292976379,0.30451348423957825,0.21018657088279724,1.0431641340255737,0.20829206705093384,0.9851171970367432,4.999999873689376e-06,39
0.5364844799041748,0.5473069548606873,0.6341317892074585,0.5759691596031189,0.9103800654411316,0.40302667021751404,0.3303341567516327,0.8727066516876221,0.32988765835762024,0.9742521643638611,4.999999873689376e-06,40
0.48698702454566956,0.5123109221458435,0.6632204651832581,0.5260465145111084,0.9449871182441711,0.3631155788898468,0.2743436396121979,0.9482546448707581,0.27061623334884644,0.9848085045814514,4.999999873689376e-06,41
0.5437942147254944,0.5555985569953918,0.6260160803794861,0.586374044418335,0.907188355922699,0.4302922487258911,0.3528555631637573,0.8412054181098938,0.35506972670555115,0.9685357809066772,4.999999873689376e-06,42
0.48596054315567017,0.5086897015571594,0.6678363680839539,0.522944986820221,0.9419111013412476,0.315215140581131,0.21944043040275574,1.0278900861740112,0.21753641963005066,0.9852715730667114,4.999999873689376e-06,43
0.5499920845031738,0.5660827159881592,0.621225893497467,0.5940691828727722,0.916027307510376,0.3841397166252136,0.2979797124862671,0.8993432521820068,0.2969169318675995,0.974276602268219,4.999999873689376e-06,44
0.49512919783592224,0.5247914791107178,0.6595225930213928,0.5380932688713074,0.948860228061676,0.29050928354263306,0.1963551938533783,1.094205379486084,0.19453546404838562,0.9869389533996582,4.999999873689376e-06,45
0.5577507019042969,0.5714631080627441,0.6079655289649963,0.5995645523071289,0.9172229170799255,0.4361264705657959,0.36207351088523865,0.8305860161781311,0.36384493112564087,0.970736026763916,4.999999873689376e-06,46
0.49720412492752075,0.5247433185577393,0.6549085378646851,0.5402669310569763,0.9427605867385864,0.2990298867225647,0.20630711317062378,1.019608736038208,0.20454314351081848,0.9836971759796143,2.499999936844688e-06,47
0.5648038387298584,0.576034426689148,0.6052855253219604,0.6056535840034485,0.9163083434104919,0.4409763813018799,0.35964304208755493,0.8403835892677307,0.3621975779533386,0.9696402549743652,2.499999936844688e-06,48
0.5033945441246033,0.5366071462631226,0.6500723361968994,0.5520185232162476,0.9461805820465088,0.31999585032463074,0.22811107337474823,0.9801474213600159,0.22650359570980072,0.9832614064216614,2.499999936844688e-06,49
